date,close,open,high,low,volume,percentage
"2023-3-10","19,319.92","19,580.78","19,637.72","19,281.97","3.59B","-3.04%"
"2023-3-9","19,925.74","20,082.42","20,157.24","19,907.58","2.19B","-0.63%"
"2023-3-8","20,051.25","20,256.89","20,269.93","19,969.47","2.64B","-2.35%"
"2023-3-7","20,534.48","20,606.83","21,005.66","20,358.78","3.63B","-0.33%"
"2023-3-6","20,603.19","20,437.87","20,702.75","20,410.00","2.49B","0.17%"
"2023-3-3","20,567.54","20,703.14","20,727.25","20,498.16","2.23B","0.68%"
"2023-3-2","20,429.46","20,390.02","20,548.57","20,321.25","1.99B","-0.92%"
"2023-3-1","20,619.71","19,849.97","20,674.07","19,849.97","2.89B","4.21%"
"2023-2-28","19,785.94","20,020.17","20,185.05","19,783.07","2.75B","-0.79%"
"2023-2-27","19,943.51","19,821.03","20,086.53","19,804.56","1.90B","-0.33%"
"2023-2-24","20,010.04","20,223.67","20,233.64","20,006.78","2.06B","-1.68%"
"2023-2-23","20,351.35","20,339.15","20,601.22","20,323.24","1.73B","-0.35%"
"2023-2-22","20,423.84","20,512.49","20,620.98","20,344.86","1.77B","-0.51%"
"2023-2-21","20,529.49","20,859.50","20,941.30","20,503.05","2.00B","-1.71%"
"2023-2-20","20,886.96","20,681.47","20,973.67","20,606.85","1.92B","0.81%"
"2023-2-17","20,719.81","20,958.63","21,056.68","20,703.74","1.61B","-1.28%"
"2023-2-16","20,987.67","20,947.07","21,306.54","20,887.70","2.18B","0.84%"
"2023-2-15","20,812.17","21,116.84","21,117.58","20,726.83","2.14B","-1.43%"
"2023-2-14","21,113.76","21,235.92","21,237.88","21,074.94","1.41B","-0.24%"
"2023-2-13","21,164.42","20,910.08","21,230.15","20,799.91","1.77B","-0.12%"
"2023-2-10","21,190.42","21,559.44","21,579.99","21,157.52","1.78B","-2.01%"
"2023-2-9","21,624.36","21,154.25","21,637.55","21,151.27","1.93B","1.60%"
"2023-2-8","21,283.52","21,283.90","21,443.48","21,178.87","1.89B","-0.07%"
"2023-2-7","21,298.70","21,288.39","21,512.21","21,259.21","1.78B","0.36%"
"2023-2-6","21,222.16","21,349.17","21,349.17","21,085.72","2.31B","-2.02%"
"2023-2-3","21,660.47","21,811.08","21,820.78","21,459.65","2.41B","-1.36%"
"2023-2-2","21,958.36","22,276.23","22,311.96","21,930.53","2.40B","-0.52%"
"2023-2-1","22,072.18","21,920.80","22,072.18","21,703.60","2.55B","1.05%"
"2023-1-31","21,842.33","22,190.27","22,284.32","21,631.55","3.30B","-1.03%"
"2023-1-30","22,069.73","22,579.88","22,623.81","21,992.51","3.80B","-2.73%"
"2023-1-27","22,688.90","22,614.92","22,700.85","22,483.78","2.01B","0.54%"
"2023-1-26","22,566.78","22,386.37","22,566.78","22,329.07","2.46B","2.37%"
"2023-1-20","22,044.65","21,812.46","22,051.77","21,754.35","1.96B","1.82%"
"2023-1-19","21,650.98","21,452.26","21,754.08","21,383.03","1.66B","-0.12%"
"2023-1-18","21,678.00","21,514.80","21,691.67","21,422.19","2.49B","0.47%"
"2023-1-17","21,577.64","21,678.05","21,797.62","21,417.25","2.31B","-0.78%"
"2023-1-16","21,746.72","21,818.65","21,947.55","21,572.51","2.56B","0.04%"
"2023-1-13","21,738.66","21,605.07","21,770.08","21,474.98","2.46B","1.04%"
"2023-1-12","21,514.10","21,599.82","21,698.94","21,223.84","2.83B","0.36%"
"2023-1-11","21,436.05","21,463.82","21,686.30","21,327.41","2.97B","0.49%"
"2023-1-10","21,331.46","21,370.42","21,395.42","21,187.73","2.54B","-0.27%"
"2023-1-9","21,388.34","21,295.94","21,470.69","21,216.92","2.70B","1.89%"
"2023-1-6","20,991.64","21,220.89","21,282.71","20,862.77","2.75B","-0.29%"
"2023-1-5","21,052.17","21,295.87","21,396.09","20,962.40","2.88B","1.25%"
"2023-1-4","20,793.11","20,319.98","20,793.11","20,233.39","3.02B","3.22%"
"2023-1-3","20,145.29","19,570.43","20,212.55","19,303.73","2.29B","1.84%"
"2022-12-30","19,781.41","20,030.85","20,073.92","19,781.41","1.75B","0.20%"
"2022-12-29","19,741.14","19,648.40","19,764.52","19,539.84","1.99B","-0.79%"
"2022-12-28","19,898.91","19,787.94","20,099.77","19,787.94","2.82B","1.56%"
"2022-12-23","19,593.06","19,382.23","19,686.77","19,380.47","1.36B","-0.44%"
"2022-12-22","19,679.22","19,537.45","19,735.00","19,475.68","1.94B","2.71%"
"2022-12-21","19,160.49","19,190.91","19,255.74","19,063.30","1.35B","0.34%"
"2022-12-20","19,094.80","19,156.94","19,283.14","18,885.20","1.94B","-1.33%"
"2022-12-19","19,352.81","19,472.21","19,786.29","19,255.95","2.24B","-0.50%"
"2022-12-16","19,450.67","19,343.70","19,621.13","19,130.53","2.88B","0.42%"
"2022-12-15","19,368.59","19,612.67","19,675.68","19,233.86","2.24B","-1.55%"
"2022-12-14","19,673.45","19,775.33","19,859.75","19,528.71","2.76B","0.39%"
"2022-12-13","19,596.20","19,458.02","19,707.75","19,382.30","2.58B","0.68%"
"2022-12-12","19,463.63","19,594.52","19,718.08","19,366.22","3.12B","-2.20%"
"2022-12-9","19,900.87","19,484.23","19,926.48","19,404.50","4.02B","2.32%"
"2022-12-8","19,450.23","18,965.05","19,521.60","18,965.05","2.86B","3.38%"
"2022-12-7","18,814.82","19,380.80","19,737.31","18,799.81","5.31B","-3.22%"
"2022-12-6","19,441.18","19,211.70","19,569.67","19,202.87","3.55B","-0.40%"
"2022-12-5","19,518.29","19,221.68","19,539.60","19,035.14","4.89B","4.51%"
"2022-12-2","18,675.35","18,785.28","18,841.22","18,530.82","3.76B","-0.33%"
"2022-12-1","18,736.44","19,058.90","19,237.45","18,679.35","4.26B","0.75%"
"2022-11-30","18,597.23","18,141.56","18,645.35","18,052.32","5.36B","2.16%"
"2022-11-29","18,204.68","17,558.60","18,204.68","17,536.45","4.27B","5.24%"
"2022-11-28","17,297.94","17,000.23","17,364.21","16,833.68","2.80B","-1.57%"
"2022-11-25","17,573.58","17,673.20","17,673.20","17,412.04","3.18B","-0.49%"
"2022-11-24","17,660.90","17,684.53","17,759.24","17,517.12","2.91B","0.78%"
"2022-11-23","17,523.81","17,460.90","17,640.84","17,375.96","2.42B","0.57%"
"2022-11-22","17,424.41","17,625.19","17,751.93","17,287.60","3.02B","-1.31%"
"2022-11-21","17,655.91","17,654.15","17,746.34","17,389.45","2.23B","-1.87%"
"2022-11-18","17,992.54","18,316.36","18,378.06","17,910.19","2.79B","-0.29%"
"2022-11-17","18,045.66","18,071.60","18,220.81","17,711.84","2.93B","-1.15%"
"2022-11-16","18,256.48","18,169.21","18,414.09","18,031.87","3.92B","-0.47%"
"2022-11-15","18,343.12","17,665.80","18,356.78","17,552.30","4.90B","4.11%"
"2022-11-14","17,619.71","17,999.26","18,011.64","17,518.88","5.55B","1.70%"
"2022-11-11","17,325.66","17,120.05","17,368.04","16,829.00","5.11B","7.74%"
"2022-11-10","16,081.04","16,138.22","16,138.22","15,945.20","2.20B","-1.70%"
"2022-11-9","16,358.52","16,552.80","16,730.20","16,213.03","3.27B","-1.20%"
"2022-11-8","16,557.31","16,640.60","16,719.01","16,429.81","2.07B","-0.23%"
"2022-11-7","16,595.91","16,031.79","16,821.89","15,980.85","3.23B","2.69%"
"2022-11-4","16,161.14","15,442.76","16,513.16","15,442.76","3.95B","5.36%"
"2022-11-3","15,339.49","15,477.74","15,623.18","15,301.67","2.54B","-3.08%"
"2022-11-2","15,827.17","15,389.55","15,867.24","15,276.76","2.77B","2.41%"
"2022-11-1","15,455.27","14,859.92","15,632.85","14,859.92","3.79B","5.23%"
"2022-10-31","14,687.02","14,830.69","15,113.15","14,597.31","4.18B","-1.18%"
"2022-10-28","14,863.06","15,424.94","15,441.99","14,770.09","3.05B","-3.66%"
"2022-10-27","15,427.94","15,721.27","15,833.28","15,410.97","2.53B","0.72%"
"2022-10-26","15,317.67","15,096.32","15,584.06","15,041.40","2.72B","1.00%"
"2022-10-25","15,165.59","15,242.10","15,435.37","14,947.39","3.28B","-0.10%"
"2022-10-24","15,180.69","15,894.75","15,993.88","15,082.84","3.60B","-6.36%"
"2022-10-21","16,211.12","16,331.11","16,359.04","16,137.18","2.05B","-0.42%"
"2022-10-20","16,280.22","16,230.79","16,452.97","16,010.72","2.30B","-1.40%"
"2022-10-19","16,511.28","16,805.91","16,923.12","16,508.37","1.71B","-2.38%"
"2022-10-18","16,914.58","16,860.20","16,914.58","16,558.41","1.97B","1.82%"
"2022-10-17","16,612.90","16,479.74","16,754.52","16,308.95","2.06B","0.15%"
"2022-10-14","16,587.69","16,671.68","17,028.68","16,535.37","2.32B","1.21%"
"2022-10-13","16,389.11","16,700.65","16,736.59","16,389.11","2.24B","-1.87%"
"2022-10-12","16,701.03","16,758.27","17,040.70","16,438.60","2.41B","-0.78%"
"2022-10-11","16,832.36","17,194.73","17,206.51","16,789.97","1.80B","-2.23%"
"2022-10-10","17,216.66","17,449.36","17,449.36","17,174.61","1.77B","-2.95%"
"2022-10-7","17,740.05","17,851.62","17,881.87","17,717.73","1.13B","-1.51%"
"2022-10-6","18,012.15","18,100.48","18,143.85","17,958.14","1.08B","-0.42%"
"2022-10-5","18,087.97","17,811.97","18,164.20","17,682.85","2.26B","5.90%"
"2022-10-3","17,079.51","17,050.25","17,252.11","16,906.96","1.36B","-0.83%"
"2022-9-30","17,222.83","17,165.93","17,344.81","17,016.28","2.11B","0.33%"
"2022-9-29","17,165.87","17,570.17","17,629.67","17,046.83","2.53B","-0.49%"
"2022-9-28","17,250.88","17,703.39","17,703.39","17,184.54","2.95B","-3.41%"
"2022-9-27","17,860.31","17,838.65","17,904.21","17,648.42","1.90B","0.03%"
"2022-9-26","17,855.14","17,781.87","18,077.64","17,727.40","2.56B","-0.44%"
"2022-9-23","17,933.27","18,055.59","18,165.95","17,926.29","1.78B","-1.18%"
"2022-9-22","18,147.95","18,080.93","18,195.09","17,965.33","1.73B","-1.61%"
"2022-9-21","18,444.62","18,638.85","18,638.85","18,434.65","1.63B","-1.79%"
"2022-9-20","18,781.42","18,700.68","18,861.47","18,685.46","1.48B","1.16%"
"2022-9-19","18,565.97","18,695.35","18,697.09","18,494.54","1.75B","-1.04%"
"2022-9-16","18,761.69","18,732.44","18,905.28","18,678.22","2.79B","-0.89%"
"2022-9-15","18,930.38","18,833.90","19,013.03","18,833.90","1.80B","0.44%"
"2022-9-14","18,847.10","18,933.30","18,989.22","18,797.79","1.73B","-2.48%"
"2022-9-13","19,326.86","19,404.64","19,492.06","19,296.25","1.79B","-0.18%"
"2022-9-9","19,362.25","18,893.65","19,417.56","18,893.65","1.99B","2.69%"
"2022-9-8","18,854.62","19,043.84","19,075.74","18,803.76","1.72B","-1.00%"
"2022-9-7","19,044.30","18,915.87","19,068.90","18,818.78","1.84B","-0.83%"
"2022-9-6","19,202.73","19,261.70","19,358.02","19,107.60","1.72B","-0.12%"
"2022-9-5","19,225.70","19,299.09","19,299.09","19,064.79","2.18B","-1.16%"
"2022-9-2","19,452.09","19,572.47","19,630.80","19,342.49","2.10B","-0.74%"
"2022-9-1","19,597.31","19,761.72","19,839.51","19,532.86","2.00B","-1.79%"
"2022-8-31","19,954.39","19,589.85","20,173.02","19,564.84","2.78B","0.03%"
"2022-8-30","19,949.03","20,062.73","20,062.73","19,645.57","1.66B","-0.37%"
"2022-8-29","20,023.22","19,960.29","20,073.94","19,889.67","1.60B","-0.73%"
"2022-8-26","20,170.04","20,138.69","20,185.15","20,050.97","1.87B","1.01%"
"2022-8-25","19,968.38","19,418.46","19,990.31","19,418.46","1.68B","3.63%"
"2022-8-24","19,268.74","19,542.24","19,542.24","19,189.54","2.00B","-1.20%"
"2022-8-23","19,503.25","19,644.23","19,701.55","19,377.09","1.85B","-0.78%"
"2022-8-22","19,656.98","19,572.42","19,825.93","19,564.19","1.60B","-0.59%"
"2022-8-19","19,773.03","19,656.80","19,898.18","19,656.80","1.40B","0.05%"
"2022-8-18","19,763.91","19,991.94","19,991.94","19,675.46","1.59B","-0.80%"
"2022-8-17","19,922.45","19,995.77","20,069.85","19,800.58","1.41B","0.46%"
"2022-8-16","19,830.52","20,107.14","20,173.40","19,662.61","1.95B","-1.05%"
"2022-8-15","20,040.86","20,038.48","20,260.66","19,984.04","1.39B","-0.67%"
"2022-8-12","20,175.62","20,158.29","20,208.02","20,011.38","1.57B","0.46%"
"2022-8-11","20,082.43","19,840.57","20,082.43","19,789.96","1.60B","2.40%"
"2022-8-10","19,610.84","19,956.51","19,956.51","19,469.11","1.73B","-1.96%"
"2022-8-9","20,003.44","20,039.30","20,250.87","19,856.23","1.50B","-0.21%"
"2022-8-8","20,045.77","20,065.35","20,171.89","19,954.04","1.38B","-0.77%"
"2022-8-5","20,201.94","20,283.59","20,283.59","20,096.54","1.64B","0.14%"
"2022-8-4","20,174.04","20,011.25","20,216.58","19,995.46","1.92B","2.06%"
"2022-8-3","19,767.09","19,865.69","19,921.91","19,685.48","1.79B","0.40%"
"2022-8-2","19,689.21","19,943.16","19,943.16","19,515.54","2.29B","-2.36%"
"2022-8-1","20,165.84","20,026.60","20,251.43","19,883.92","1.97B","0.05%"
"2022-7-29","20,156.51","20,647.45","20,647.45","20,050.05","2.18B","-2.26%"
"2022-7-28","20,622.68","20,705.46","20,772.63","20,533.42","1.97B","-0.23%"
"2022-7-27","20,670.04","20,684.48","20,770.10","20,572.42","1.73B","-1.13%"
"2022-7-26","20,905.88","20,676.68","20,952.45","20,631.82","1.70B","1.67%"
"2022-7-25","20,562.94","20,516.34","20,595.09","20,353.68","1.38B","-0.22%"
"2022-7-22","20,609.14","20,717.47","20,788.46","20,513.80","1.33B","0.17%"
"2022-7-21","20,574.63","20,811.60","20,827.61","20,527.35","1.76B","-1.51%"
"2022-7-20","20,890.22","20,968.42","21,111.78","20,884.92","1.41B","1.11%"
"2022-7-19","20,661.06","20,719.20","20,758.71","20,549.44","1.29B","-0.89%"
"2022-7-18","20,846.18","20,479.58","20,866.33","20,294.14","2.05B","2.70%"
"2022-7-15","20,297.72","20,522.11","20,656.96","20,215.97","2.53B","-2.19%"
"2022-7-14","20,751.21","20,818.27","20,888.80","20,554.15","2.37B","-0.22%"
"2022-7-13","20,797.95","20,911.53","21,040.34","20,751.48","2.06B","-0.22%"
"2022-7-12","20,844.74","20,905.07","21,084.09","20,779.59","1.75B","-1.32%"
"2022-7-11","21,124.20","21,470.77","21,470.77","21,001.63","1.69B","-2.77%"
"2022-7-8","21,725.78","21,961.75","21,961.75","21,614.65","1.57B","0.38%"
"2022-7-7","21,643.58","21,352.70","21,643.58","21,200.93","1.74B","0.26%"
"2022-7-6","21,586.66","21,777.64","21,833.40","21,286.66","2.89B","-1.22%"
"2022-7-5","21,853.07","22,053.16","22,198.51","21,799.19","2.14B","0.10%"
"2022-7-4","21,830.35","21,690.68","21,886.35","21,458.63","2.20B","-0.13%"
"2022-6-30","21,859.79","21,917.45","22,111.91","21,719.17","2.82B","-0.62%"
"2022-6-29","21,996.89","22,125.61","22,289.07","21,844.05","2.83B","-1.88%"
"2022-6-28","22,418.97","22,144.63","22,449.31","21,952.44","2.87B","0.85%"
"2022-6-27","22,229.52","21,976.80","22,414.43","21,976.80","2.99B","2.35%"
"2022-6-24","21,719.06","21,450.68","21,762.67","21,408.66","2.41B","2.09%"
"2022-6-23","21,273.87","21,157.58","21,443.59","21,010.89","2.01B","1.26%"
"2022-6-22","21,008.34","21,469.74","21,519.58","21,008.34","2.47B","-2.56%"
"2022-6-21","21,559.59","21,264.98","21,564.87","21,175.95","2.13B","1.87%"
"2022-6-20","21,163.91","20,948.80","21,175.98","20,839.02","2.09B","0.42%"
"2022-6-17","21,075.00","20,716.74","21,145.94","20,697.17","3.10B","1.10%"
"2022-6-16","20,845.43","21,515.64","21,545.84","20,697.41","2.34B","-2.17%"
"2022-6-15","21,308.21","21,111.32","21,431.07","21,111.32","2.30B","1.14%"
"2022-6-14","21,067.99","20,783.54","21,175.01","20,717.64","1.97B","0.00%"
"2022-6-13","21,067.58","21,162.53","21,320.15","20,993.76","2.61B","-3.39%"
"2022-6-10","21,806.18","21,522.50","21,935.01","21,487.91","2.69B","-0.29%"
"2022-6-9","21,869.05","22,121.53","22,142.82","21,737.94","2.54B","-0.66%"
"2022-6-8","22,014.59","21,788.89","22,064.12","21,734.49","2.94B","2.24%"
"2022-6-7","21,531.67","21,577.48","21,744.46","21,394.59","2.15B","-0.56%"
"2022-6-6","21,653.90","21,282.51","21,691.92","21,030.07","2.24B","2.71%"
"2022-6-2","21,082.13","21,057.04","21,115.78","20,884.16","1.82B","-1.00%"
"2022-6-1","21,294.94","21,407.79","21,411.95","21,154.04","2.07B","-0.56%"
"2022-5-31","21,415.20","21,106.41","21,415.20","21,029.72","3.92B","1.38%"
"2022-5-30","21,123.93","20,933.50","21,169.08","20,885.02","2.61B","2.06%"
"2022-5-27","20,697.36","20,646.06","20,779.75","20,494.15","2.57B","2.89%"
"2022-5-26","20,116.20","20,272.22","20,272.22","19,890.76","1.86B","-0.27%"
"2022-5-25","20,171.27","20,115.56","20,370.74","20,067.98","2.10B","0.29%"
"2022-5-24","20,112.10","20,420.14","20,509.62","19,989.62","1.83B","-1.75%"
"2022-5-23","20,470.06","20,608.65","20,642.76","20,303.55","1.70B","-1.19%"
"2022-5-20","20,717.24","20,470.95","20,794.13","20,408.68","2.17B","2.96%"
"2022-5-19","20,120.68","20,146.96","20,277.94","19,924.87","2.12B","-2.54%"
"2022-5-18","20,644.28","20,674.23","20,711.93","20,389.61","1.95B","0.20%"
"2022-5-17","20,602.52","20,193.60","20,626.42","20,169.24","2.21B","3.27%"
"2022-5-16","19,950.21","20,131.53","20,173.22","19,764.96","1.80B","0.26%"
"2022-5-13","19,898.77","19,615.99","19,925.44","19,608.26","2.08B","2.68%"
"2022-5-12","19,380.34","19,556.89","19,731.27","19,342.89","2.27B","-2.24%"
"2022-5-11","19,824.57","19,511.80","20,083.49","19,474.03","1.96B","0.97%"
"2022-5-10","19,633.69","19,300.68","19,758.63","19,178.89","2.79B","-1.84%"
"2022-5-6","20,001.96","20,287.06","20,320.28","19,973.47","2.11B","-3.81%"
"2022-5-5","20,793.40","21,163.15","21,284.85","20,776.97","1.83B","-0.36%"
"2022-5-4","20,869.52","21,025.70","21,047.13","20,772.80","1.14B","-1.10%"
"2022-5-3","21,101.89","20,927.62","21,291.80","20,648.53","1.74B","0.06%"
"2022-4-29","21,089.39","20,271.40","21,176.58","20,040.07","2.73B","4.01%"
"2022-4-28","20,276.17","20,118.79","20,286.83","19,956.67","2.26B","1.65%"
"2022-4-27","19,946.36","19,723.46","20,053.11","19,665.49","2.36B","0.06%"
"2022-4-26","19,934.71","19,989.04","20,258.64","19,858.36","2.57B","0.33%"
"2022-4-25","19,869.34","20,284.60","20,284.60","19,784.28","2.91B","-3.73%"
"2022-4-22","20,638.52","20,261.61","20,709.49","20,184.96","2.35B","-0.21%"
"2022-4-21","20,682.22","20,780.86","20,920.60","20,483.86","2.23B","-1.25%"
"2022-4-20","20,944.67","20,972.84","21,214.98","20,889.02","1.88B","-0.40%"
"2022-4-19","21,027.76","21,106.00","21,191.80","20,896.43","2.24B","-2.28%"
"2022-4-14","21,518.08","21,463.35","21,587.47","21,358.73","1.72B","0.67%"
"2022-4-13","21,374.37","21,192.62","21,531.48","21,141.06","1.70B","0.26%"
"2022-4-12","21,319.13","21,279.18","21,519.13","20,988.20","2.05B","0.52%"
"2022-4-11","21,208.30","21,688.03","21,688.03","21,132.54","2.10B","-3.03%"
"2022-4-8","21,872.01","21,667.53","21,872.01","21,568.22","1.74B","0.29%"
"2022-4-7","21,808.98","21,910.40","22,236.93","21,779.19","2.08B","-1.23%"
"2022-4-6","22,080.52","22,220.21","22,244.99","22,015.12","2.75B","-1.87%"
"2022-4-4","22,502.31","22,227.11","22,523.64","22,124.03","1.87B","2.10%"
"2022-4-1","22,039.55","21,693.10","22,039.55","21,558.05","1.94B","0.19%"
"2022-3-31","21,996.85","22,262.16","22,262.16","21,922.58","2.23B","-1.06%"
"2022-3-30","22,232.03","22,101.63","22,391.35","22,033.78","2.73B","1.39%"
"2022-3-29","21,927.63","21,771.29","21,937.27","21,722.17","2.26B","1.12%"
"2022-3-28","21,684.97","21,422.20","21,790.97","21,202.69","2.20B","1.31%"
"2022-3-25","21,404.88","21,735.61","21,944.08","21,289.26","2.36B","-2.47%"
"2022-3-24","21,945.95","22,002.87","22,231.67","21,900.13","2.40B","-0.94%"
"2022-3-23","22,154.08","22,088.79","22,423.51","21,983.10","2.84B","1.21%"
"2022-3-22","21,889.28","21,319.19","21,906.32","21,266.90","2.59B","3.15%"
"2022-3-21","21,221.34","21,823.07","21,823.07","21,096.31","2.34B","-0.89%"
"2022-3-18","21,412.40","21,232.88","21,646.15","20,922.37","4.59B","-0.41%"
"2022-3-17","21,501.23","21,430.71","21,501.23","20,786.69","4.83B","7.04%"
"2022-3-16","20,087.50","18,956.02","20,120.85","18,584.04","5.50B","9.08%"
"2022-3-15","18,415.08","18,931.18","19,392.69","18,235.48","6.01B","-5.72%"
"2022-3-14","19,531.66","20,203.84","20,203.84","19,416.78","4.10B","-4.97%"
"2022-3-11","20,553.79","20,460.03","20,778.86","20,079.15","3.02B","-1.61%"
"2022-3-10","20,890.26","21,106.57","21,114.44","20,709.62","2.69B","1.27%"
"2022-3-9","20,627.71","20,820.02","20,957.72","20,102.57","3.67B","-0.67%"
"2022-3-8","20,765.87","21,082.39","21,303.52","20,638.95","3.23B","-1.39%"
"2022-3-7","21,057.63","21,308.90","21,327.19","20,826.36","3.32B","-3.87%"
"2022-3-4","21,905.29","21,879.13","22,017.94","21,838.99","2.44B","-2.50%"
"2022-3-3","22,467.34","22,434.26","22,543.42","22,378.11","1.94B","0.55%"
"2022-3-2","22,343.92","22,568.36","22,712.44","22,299.14","2.23B","-1.84%"
"2022-3-1","22,761.71","22,739.84","22,937.56","22,591.73","1.80B","0.21%"
"2022-2-28","22,713.02","22,818.17","22,818.17","22,406.12","2.83B","-0.24%"
"2022-2-25","22,767.18","22,908.10","23,046.86","22,718.15","2.52B","-0.59%"
"2022-2-24","22,901.56","23,268.03","23,376.37","22,786.39","3.00B","-3.21%"
"2022-2-23","23,660.28","23,617.97","23,745.07","23,500.92","1.42B","0.60%"
"2022-2-22","23,520.00","23,692.54","23,813.64","23,336.78","2.06B","-2.69%"
"2022-2-21","24,170.07","24,109.59","24,231.08","23,998.77","1.62B","-0.65%"
"2022-2-18","24,327.71","24,633.66","24,763.37","24,284.53","1.68B","-1.88%"
"2022-2-17","24,792.77","24,722.88","24,861.82","24,523.95","1.57B","0.30%"
"2022-2-16","24,718.90","24,618.30","24,728.93","24,548.05","1.82B","1.49%"
"2022-2-15","24,355.71","24,458.50","24,570.09","24,219.90","2.63B","-0.82%"
"2022-2-14","24,556.57","24,725.10","24,733.11","24,482.86","1.98B","-1.41%"
"2022-2-11","24,906.66","24,837.20","24,957.81","24,732.65","2.51B","-0.07%"
"2022-2-10","24,924.35","25,050.59","25,050.59","24,649.74","2.10B","0.38%"
"2022-2-9","24,829.99","24,727.34","24,896.43","24,690.45","2.51B","2.06%"
"2022-2-8","24,329.49","24,548.05","24,548.05","24,149.75","2.29B","-1.02%"
"2022-2-7","24,579.55","24,609.43","24,616.50","24,365.89","2.54B","0.03%"
"2022-2-4","24,573.29","24,392.86","24,609.33","24,140.89","1.83B","3.24%"
"2022-1-31","23,802.26","23,624.14","23,975.70","23,469.76","995.46M","1.07%"
"2022-1-28","23,550.08","23,818.94","23,848.02","23,507.03","1.78B","-1.08%"
"2022-1-27","23,807.00","23,952.01","23,952.01","23,565.00","1.85B","-1.99%"
"2022-1-26","24,289.90","24,342.90","24,487.30","24,123.70","1.96B","0.19%"
"2022-1-25","24,243.61","24,251.52","24,366.89","24,001.96","2.18B","-1.67%"
"2022-1-24","24,656.46","24,693.43","24,795.54","24,570.87","1.87B","-1.24%"
"2022-1-21","24,965.55","24,897.59","24,982.03","24,723.92","2.37B","0.05%"
"2022-1-20","24,952.35","24,263.15","24,952.35","24,233.18","2.53B","3.42%"
"2022-1-19","24,127.85","24,229.78","24,286.14","23,951.60","1.73B","0.06%"
"2022-1-18","24,112.78","24,274.75","24,385.05","24,009.71","1.64B","-0.43%"
"2022-1-17","24,218.03","24,390.29","24,408.88","24,111.74","1.63B","-0.68%"
"2022-1-14","24,383.32","24,185.86","24,383.32","24,140.81","1.84B","-0.19%"
"2022-1-13","24,429.77","24,561.48","24,561.48","24,289.19","2.16B","0.11%"
"2022-1-12","24,402.17","24,069.52","24,402.17","24,069.52","2.49B","2.79%"
"2022-1-11","23,739.06","23,678.69","23,863.83","23,595.01","2.33B","-0.03%"
"2022-1-10","23,746.54","23,523.90","23,790.52","23,399.09","2.54B","1.08%"
"2022-1-7","23,493.38","23,318.92","23,497.50","23,162.85","2.60B","1.82%"
"2022-1-6","23,072.86","22,843.20","23,082.95","22,709.60","1.77B","0.72%"
"2022-1-5","22,907.25","23,323.77","23,323.77","22,851.50","2.77B","-1.64%"
"2022-1-4","23,289.84","23,400.62","23,439.30","23,146.89","1.76B","0.06%"
"2022-1-3","23,274.75","23,510.54","23,605.03","23,193.19","734.33M","-0.53%"
"2021-12-31","23,397.67","23,553.79","23,590.12","23,394.77","675.94M","1.24%"
"2021-12-30","23,112.01","23,130.45","23,248.26","22,990.24","1.01B","0.11%"
"2021-12-29","23,086.54","23,253.98","23,253.98","23,008.28","828.41M","-0.83%"
"2021-12-28","23,280.56","23,282.35","23,319.44","23,099.48","1.43B","0.24%"
"2021-12-24","23,223.76","23,375.99","23,383.19","23,186.57","622.88M","0.13%"
"2021-12-23","23,193.64","23,141.79","23,264.75","23,027.15","1.39B","0.40%"
"2021-12-22","23,102.33","23,221.13","23,258.71","22,979.76","1.23B","0.57%"
"2021-12-21","22,971.33","22,795.57","23,100.18","22,730.08","1.65B","1.00%"
"2021-12-20","22,744.86","23,079.83","23,145.30","22,665.25","1.68B","-1.93%"
"2021-12-17","23,192.63","23,463.78","23,463.78","23,158.70","2.19B","-1.20%"
"2021-12-16","23,475.50","23,287.93","23,526.05","23,155.62","1.50B","0.23%"
"2021-12-15","23,420.76","23,658.04","23,745.75","23,325.92","1.60B","-0.91%"
"2021-12-14","23,635.95","23,693.73","23,817.58","23,560.13","1.55B","-1.33%"
"2021-12-13","23,954.58","24,242.26","24,385.44","23,936.93","1.54B","-0.17%"
"2021-12-10","23,995.72","24,070.56","24,214.68","23,916.63","1.41B","-1.07%"
"2021-12-9","24,254.86","24,168.41","24,324.84","24,153.72","1.74B","1.08%"
"2021-12-8","23,996.87","24,090.02","24,097.98","23,907.30","1.78B","0.06%"
"2021-12-7","23,983.66","23,704.51","23,989.78","23,512.50","2.12B","2.72%"
"2021-12-6","23,349.38","23,420.44","23,628.30","23,314.97","2.36B","-1.76%"
"2021-12-3","23,766.69","23,675.26","23,802.77","23,451.93","2.72B","-0.09%"
"2021-12-2","23,788.93","23,524.05","23,807.00","23,517.52","2.33B","0.55%"
"2021-12-1","23,658.92","23,595.57","23,864.30","23,537.65","2.12B","0.78%"
"2021-11-30","23,475.26","23,782.86","23,888.37","23,175.37","3.34B","-1.58%"
"2021-11-29","23,852.24","23,910.49","24,134.32","23,774.31","1.74B","-0.95%"
"2021-11-26","24,080.52","24,502.68","24,502.68","24,062.26","1.80B","-2.67%"
"2021-11-25","24,740.16","24,699.69","24,762.61","24,532.82","1.19B","0.22%"
"2021-11-24","24,685.50","24,672.10","24,851.53","24,557.63","1.79B","0.14%"
"2021-11-23","24,651.58","24,688.99","24,794.72","24,618.74","1.49B","-1.20%"
"2021-11-22","24,951.34","25,057.06","25,099.95","24,869.94","1.51B","-0.39%"
